户型,楼层,面积,装修情况,价格,小区,区域,房屋朝向,配置电梯,挂牌时间,房屋用途,单价
1室1厅,高楼层/共16层,71.38,平层/精装,310,金隅七零九零,通州,南,有,2021年11月9日,普通住宅 ,43429.53
3室1厅,中楼层/共6层,61.85,平层/精装,510,南沙滩小区,朝阳,北南东,无,2021年11月9日,普通住宅 ,82457.56
3室1厅,中楼层/共22层,117.67,平层/简装,1200,红莲晴园,西城,南西,有,2021年11月9日,普通住宅 ,101980.11
2室1厅,高楼层/共10层,58.52,平层/精装,369,劲松七区,朝阳,南北,无,2021年11月9日,普通住宅 ,63055.37
3室2厅,高楼层/共6层,109.29,平层/精装,835,澳林春天一期,朝阳,南北,无,2021年11月9日,普通住宅 ,76402.23
2室1厅,中楼层/共6层,78.88,平层/简装,239,郝庄家园西区,昌平,南北,无,2021年11月9日,普通住宅 ,30299.19
3室2厅,顶层/共12层,118.4,平层/简装,455,怡馨家园,顺义,南北,有,2021年11月9日,普通住宅 ,38429.05
2室1厅,底层/共5层,47.9,平层/简装,605,南礼士路甲1号,西城,南,无,2021年11月9日,普通住宅 ,126304.8
2室1厅,高楼层/共6层,73.09,平层/简装,750,东四十条,东城,东北,无,2021年11月9日,普通住宅 ,102613.22
2室1厅,高楼层/共27层,93.27,平层/毛坯,730,芍药居北里,朝阳,西,有,2021年11月9日,普通住宅 ,78267.4
2室1厅,中楼层/共24层,66.1,平层/简装,460,兴隆家园,朝阳,东南,有,2021年11月9日,普通住宅 ,69591.53
2室1厅,中楼层/共18层,83.72,平层/精装,1058,远洋万和城B区,朝阳,东北,有,2021年11月9日,普通住宅 ,126373.63
1室1厅,底层/共6层,40.65,平层/简装,223,西罗园四区,丰台,东,无,2021年11月9日,普通住宅 ,54858.55
3室1厅,中楼层/共6层,74.58,平层/精装,540,曙光西里,朝阳,东南西北,无,2021年11月9日,普通住宅 ,72405.47
1室1厅,低楼层/共18层,68.64,平层/精装,349,郁花园三里,大兴,南,有,2021年11月9日,普通住宅 ,50844.99
1室1厅,高楼层/共8层,57.36,平层/简装,355,沿海赛洛城五期,朝阳,东,有,2021年11月9日,普通住宅 ,61889.82
2室1厅,顶层/共6层,57.86,平层/简装,560,白桥大街,东城,东西,无,2021年11月9日,普通住宅 ,96785.34
2室1厅,中楼层/共23层,84.3,平层/精装,530,鸿坤理想城曦望山,大兴,南,有,2021年11月9日,普通住宅 ,62870.7
2室1厅,中楼层/共8层,96.79,平层/简装,620,新龙城,昌平,南北,有,2021年11月9日,普通住宅 ,64056.2
3室1厅,中楼层/共20层,78.81,平层/精装,940,翠微西里,海淀,东南西北东北,有,2021年11月9日,普通住宅 ,119274.2
1室0厅,顶层/共14层,39.32,平层/简装,175,银地家园,丰台,西,有,2021年11月9日,普通住宅 ,44506.61
2室1厅,中楼层/共7层,73.38,平层/简装,432,杨庄北区,石景山,南北,无,2021年11月9日,普通住宅 ,58871.63
3室1厅,低楼层/共6层,128.08,平层/精装,598,龙腾苑四区,昌平,南北,无,2021年11月9日,普通住宅 ,46689.57
2室1厅,高楼层/共30层,97.18,平层/简装,386,优士阁,朝阳,西南,有,2021年11月9日,普通住宅 ,39720.11
2室1厅,低楼层/共6层,63.2,平层/精装,518,动力厂宿舍,海淀,南北,无,2021年11月9日,普通住宅 ,81962.03
2室1厅,中楼层/共6层,57.34,平层/精装,495,惠新里小区,朝阳,南北,无,2021年11月9日,普通住宅 ,86327.17
1室1厅,中楼层/共21层,48.2,平层/精装,260,御景春天C区,丰台,南西,有,2021年11月9日,普通住宅 ,53941.91
2室1厅,中楼层/共13层,135.31,平层/简装,1390,亮马名居,朝阳,南北,有,2021年11月9日,普通住宅 ,102727.07
2室0厅,低楼层/共6层,42.9,平层/简装,398,金沟河路15号院,海淀,南北,无,2021年11月9日,普通住宅 ,92773.89
2室1厅,顶层/共11层,86.28,平层/精装,506,流星花园三区,昌平,西南,有,2021年11月9日,普通住宅 ,58646.27
2室1厅,顶层/共6层,57.7,暂无数据/简装,295,七里庄路,丰台,南北,无,2021年11月9日,普通住宅 ,51126.52
3室1厅,中楼层/共6层,75.61,平层/精装,420,西马金润二区,丰台,南北,无,2021年11月9日,普通住宅 ,55548.21
3室1厅,低楼层/共18层,97.45,平层/简装,1130,本家润园C区,东城,东南,有,2021年11月9日,普通住宅 ,115956.9
2室1厅,中楼层/共6层,69.41,平层/精装,220,郝庄家园,昌平,南北,无,2021年11月9日,普通住宅 ,31695.72
3室1厅,高楼层/共11层,88.22,平层/精装,219,华远澜悦,密云,南北,有,2021年11月9日,普通住宅 ,24824.3
2室1厅,中楼层/共5层,47.6,平层/毛坯,588,朝阳庵,西城,南,无,2021年11月9日,普通住宅 ,123529.41
2室1厅,中楼层/共6层,60.57,平层/简装,285,永乐西区,石景山,东,无,2021年11月9日,普通住宅 ,47053
2室1厅,低楼层/共18层,74.91,平层/简装,735,莱圳家园,海淀,南,有,2021年11月8日,普通住宅 ,98117.74
2室1厅,中楼层/共21层,107.77,平层/简装,618,建工家园,朝阳,南,有,2021年11月8日,普通住宅 ,57344.34
2室1厅,低楼层/共18层,73.48,平层/精装,368,北街家园五区,昌平,南,有,2021年11月8日,普通住宅 ,50081.65
2室1厅,高楼层/共27层,97.28,平层/精装,615,融泽嘉园,昌平,南北,有,2021年11月8日,普通住宅 ,63219.57
2室1厅,低楼层/共27层,74.75,平层/精装,525,万年花城四期,丰台,东北,有,2021年11月8日,普通住宅 ,70234.11
2室1厅,中楼层/共8层,113.57,平层/精装,656,芳群公寓,丰台,西,有,2021年11月8日,普通住宅 ,57761.73
2室1厅,中楼层/共20层,83.17,平层/精装,580,京投银泰万科西华府,丰台,南北,有,2021年11月8日,普通住宅 ,69736.68
2室1厅,中楼层/共16层,57.72,平层/简装,442,金台里,朝阳,东南,有,2021年11月8日,普通住宅 ,76576.58
2室1厅,中楼层/共15层,102.28,平层/精装,640,三环新城8号院,丰台,西南,有,2021年11月8日,普通住宅 ,62573.33
2室1厅,中楼层/共34层,76.7,平层/简装,388,广安﹒康馨家园,丰台,南北,有,2021年11月8日,普通住宅 ,50586.7
2室1厅,中楼层/共6层,57.09,平层/简装,245,双桥六号井,朝阳,北南,无,2021年11月8日,普通住宅 ,42914.7
2室1厅,中楼层/共19层,113.65,平层/简装,755,雍景四季,石景山,南,有,2021年11月8日,普通住宅 ,66432.03
2室1厅,低楼层/共6层,56.69,平层/简装,357,太平桥西里,丰台,南北,无,2021年11月8日,普通住宅 ,62974.07
2室2厅,中楼层/共4层,91.25,平层/精装,385,绣江南,通州,南北,无,2021年11月8日,普通住宅 ,42191.78
2室2厅,中楼层/共22层,78.82,平层/精装,415,金隅悦和园,朝阳,南,有,2021年11月8日,普通住宅 ,52651.61
2室1厅,顶层/共24层,88.12,平层/精装,600,兴隆家园,朝阳,南,有,2021年11月8日,普通住宅 ,68088.97
2室1厅,中楼层/共6层,57.12,平层/精装,355,六里桥7号院,丰台,南北,无,2021年11月8日,普通住宅 ,62149.86
4室2厅,高楼层/共19层,193.79,平层/精装,2150,融科橄榄城二期,朝阳,南北,有,2021年11月8日,普通住宅 ,110944.84
1室0厅,高楼层/共21层,48.73,平层/简装,289,晶都国际,朝阳,东北,有,2021年11月8日,普通住宅 ,59306.38
2室1厅,高楼层/共21层,79.08,平层/精装,365,翠成馨园E区,朝阳,东南,有,2021年11月8日,普通住宅 ,46155.79
3室0厅,中楼层/共4层,66.2,平层/简装,960,新外大街甲8号院,西城,东西,无,2021年11月8日,普通住宅 ,145015.11
1室0厅,高楼层/共6层,33.87,平层/精装,299,安苑东里一区,朝阳,南,有,2021年11月8日,普通住宅 ,88278.71
2室1厅,底层/共5层,45.59,平层/精装,430,天坛东里中区,东城,东西北,无,2021年11月8日,普通住宅 ,94318.93
2室1厅,中楼层/共15层,71.94,平层/精装,330,玉桥东里,通州,北南,有,2021年11月8日,普通住宅 ,45871.56
1室1厅,低楼层/共6层,41.95,平层/简装,398,安乐林路,东城,南,无,2021年11月8日,普通住宅 ,94874.85
3室1厅,中楼层/共6层,57.9,平层/精装,565,学院南路8号,海淀,南北,无,2021年11月8日,普通住宅 ,97582.04
2室0厅,底层/共4层,67.5,平层/精装,650,展览路,西城,东北,无,2021年11月8日,普通住宅 ,96296.3
2室1厅,低楼层/共15层,90.7,平层/精装,820,康宁居,丰台,西南,有,2021年11月8日,普通住宅 ,90407.94
2室1厅,高楼层/共6层,80.53,平层/精装,370,瑞祥里,朝阳,南北,无,2021年11月8日,普通住宅 ,45945.61
2室1厅,中楼层/共6层,57.8,平层/简装,560,七贤村,海淀,南北,无,2021年11月8日,普通住宅 ,96885.81
1室1厅,低楼层/共28层,57.14,平层/精装,380,炫特嘉园二期,朝阳,东南,有,2021年11月8日,普通住宅 ,66503.33
3室1厅,低楼层/共6层,144.8,平层/简装,699,流星花园三区,昌平,南北,有,2021年11月8日,普通住宅 ,48273.48
3室2厅,底层/共7层,141.85,平层/精装,1360,金雅园南区,海淀,南北,有,2021年11月8日,普通住宅 ,95875.93
3室2厅,低楼层/共6层,141.79,平层/精装,680,龙兴园中区,昌平,南北,无,2021年11月8日,普通住宅 ,47958.25
2室1厅,高楼层/共28层,74.38,平层/精装,518,万科金域东郡,大兴,南北,有,2021年11月8日,普通住宅 ,69642.38
4室1厅,低楼层/共22层,142.36,平层/精装,1466,和平西苑,朝阳,南,有,2021年11月8日,普通住宅 ,102978.36
1室1厅,中楼层/共11层,69.41,平层/简装,486,炫特嘉园三期,朝阳,南北,有,2021年11月8日,普通住宅 ,70018.73
2室1厅,中楼层/共6层,69.92,平层/精装,419,龙华园,昌平,南北,无,2021年11月8日,普通住宅 ,59925.63
2室1厅,顶层/共9层,82.76,平层/简装,650,卡布其诺,朝阳,南北,有,2021年11月8日,普通住宅 ,78540.36
3室2厅,中楼层/共9层,88.92,平层/精装,565,远洋一方花语苑,朝阳,南北,有,2021年11月8日,普通住宅 ,63540.26
2室1厅,低楼层/共18层,89,平层/简装,390,彩虹新城,大兴,西北,有,2021年11月8日,普通住宅 ,43820.22
2室1厅,中楼层/共5层,59,平层/简装,730,阜成门外北街,西城,南北,无,2021年11月8日,普通住宅 ,123728.81
2室1厅,低楼层/共16层,54.82,平层/简装,358,芳星园三区,丰台,东西,有,2021年11月8日,普通住宅 ,65304.63
2室2厅,高楼层/共18层,80.01,暂无数据/精装,525,国美第一城2号院,朝阳,东,有,2021年11月8日,普通住宅 ,65616.8
2室2厅,顶层/共27层,86.36,平层/精装,429,北辰福第一号院,朝阳,南北,有,2021年11月8日,普通住宅 ,49675.78
3室1厅,低楼层/共21层,105.06,平层/精装,935,苹果社区南区,朝阳,西南,有,2021年11月8日,普通住宅 ,88996.76
3室2厅,顶层/共6层,93.11,平层/简装,726,育新花园,海淀,南北,无,2021年11月7日,普通住宅 ,77972.29
2室1厅,低楼层/共6层,72.53,平层/精装,339,管庄西里,朝阳,南北,无,2021年11月7日,普通住宅 ,46739.28
1室1厅,低楼层/共24层,62.63,平层/精装,327,重聚园,石景山,西南,有,2021年11月7日,普通住宅 ,52211.4
3室1厅,底层/共5层,67.4,平层/精装,705,西三环北路27号院,海淀,南北,无,2021年11月7日,普通住宅 ,104599.41
2室1厅,中楼层/共23层,70.42,平层/简装,460,建茗苑,丰台,东南,有,2021年11月7日,普通住宅 ,65322.35
2室1厅,中楼层/共6层,57.8,暂无数据/精装,335,地质勘查大院,昌平,南北,无,2021年11月7日,普通住宅 ,57958.48
2室1厅,高楼层/共6层,59.49,平层/简装,440,左家庄东里,朝阳,东南西北,无,2021年11月7日,普通住宅 ,73962.01
1室1厅,低楼层/共18层,46.91,平层/简装,325,华威西里,朝阳,南,有,2021年11月7日,普通住宅 ,69281.6
2室1厅,中楼层/共12层,106.81,平层/简装,738,世华水岸F区,丰台,北南,有,2021年11月7日,普通住宅 ,69094.65
2室1厅,中楼层/共26层,87.61,平层/精装,765,金都杭城东区,朝阳,南,有,2021年11月7日,普通住宅 ,87318.8
3室1厅,中楼层/共9层,133.28,平层/简装,505,成和园,大兴,南北,有,2021年11月7日,普通住宅 ,37890.16
2室1厅,顶层/共6层,52.63,暂无数据/精装,530,小红庙,西城,南,无,2021年11月7日,普通住宅 ,100703.02
2室1厅,中楼层/共7层,104.02,平层/简装,459,天通苑中苑,昌平,南北,无,2021年11月7日,普通住宅 ,44126.13
2室1厅,高楼层/共19层,93.77,平层/精装,1050,富力城C区,朝阳,北,有,2021年11月7日,普通住宅 ,111976.11
2室1厅,中楼层/共21层,103.69,平层/精装,565,柏林爱乐二期,朝阳,南,有,2021年11月7日,普通住宅 ,54489.34
3室2厅,低楼层/共14层,173.81,平层/精装,630,天通西苑三区,昌平,南北,有,2021年11月7日,普通住宅 ,36246.48
2室2厅,底层/共9层,106.57,平层/精装,998,北京印象,海淀,南北,有,2021年11月7日,普通住宅 ,93647.37
