户型,楼层,面积,装修情况,价格,小区,区域,房屋朝向,配置电梯,挂牌时间,房屋用途,单价
2室1厅,顶层/共6层,54.11,平层/精装,405.0,安华里社区,朝阳,东西,无,2021年11月10日 ,普通住宅 ,74847.53
2室1厅,低楼层/共7层,107.01,平层/精装,488.0,天通苑东三区,昌平,南北,无,2021年11月10日 ,普通住宅 ,45603.21
2室1厅,顶层/共6层,96.32,平层/精装,449.0,风雅园三区,昌平,南北,无,2021年11月10日 ,普通住宅 ,46615.45
2室1厅,中楼层/共15层,77.45,平层/简装,430.0,石佛营西里小区,朝阳,南北,有,2021年11月10日 ,普通住宅 ,55519.69
2室1厅,中楼层/共18层,89.51,平层/精装,728.0,远洋沁山水,石景山,南北,有,2021年11月10日 ,普通住宅 ,81331.69
2室1厅,底层/共6层,67.96,平层/简装,905.0,朝阳门北小街,东城,南北,无,2021年11月10日 ,普通住宅 ,133166.57
2室1厅,中楼层/共6层,58.26,平层/简装,490.0,柳芳南里,朝阳,南,无,2021年11月10日 ,普通住宅 ,84105.73
1室1厅,低楼层/共6层,43.1,平层/简装,640.0,玉桃园三区,西城,南,无,2021年11月10日 ,普通住宅 ,148491.88
2室1厅,中楼层/共6层,89.01,平层/简装,203.0,一品嘉园,大兴,南北,有,2021年11月10日 ,普通住宅 ,22806.43
3室1厅,中楼层/共5层,82.55,平层/精装,350.0,枣园小区,大兴,南北,无,2021年11月10日 ,普通住宅 ,42398.55
3室2厅,中楼层/共18层,108.16,平层/简装,568.0,海特花园小区,石景山,东南,有,2021年11月10日 ,普通住宅 ,52514.79
2室1厅,中楼层/共24层,85.16,平层/精装,398.0,通典铭居,通州,西,有,2021年11月10日 ,普通住宅 ,46735.56
2室1厅,低楼层/共6层,58.92,平层/精装,325.0,古城南路,石景山,南北,无,2021年11月10日 ,普通住宅 ,55159.54
2室1厅,高楼层/共6层,70.45,平层/精装,393.0,华龙苑南里,昌平,南北,无,2021年11月10日 ,普通住宅 ,55784.24
2室1厅,中楼层/共16层,89.65,平层/精装,1149.0,珠江帝景博悦,朝阳,南,有,2021年11月10日 ,普通住宅 ,128165.09
3室1厅,低楼层/共14层,76.37,平层/精装,550.0,双井东院,朝阳,南北,有,2021年11月10日 ,普通住宅 ,72017.81
1室1厅,高楼层/共22层,51.95,平层/精装,393.0,炫特嘉园一期,朝阳,南,有,2021年11月10日 ,普通住宅 ,75649.66
3室1厅,顶层/共6层,104.15,平层/精装,1080.0,紫成嘉园,海淀,南北,有,2021年11月10日 ,普通住宅 ,103696.59
2室1厅,低楼层/共15层,69.55,平层/其他,248.0,盛嘉华苑,大兴,南,有,2021年11月10日 ,普通住宅 ,35657.8
2室1厅,高楼层/共8层,90.23,平层/简装,278.0,金色漫香郡北区,大兴,南北,有,2021年11月10日 ,普通住宅 ,30810.15
2室1厅,顶层/共17层,68.32,平层/精装,423.0,四方景园三区,丰台,东,有,2021年11月10日 ,普通住宅 ,61914.52
2室1厅,底层/共5层,63.15,平层/简装,359.0,西罗园四区,丰台,南北,无,2021年11月10日 ,普通住宅 ,56848.77
1室1厅,低楼层/共23层,58.5,平层/精装,270.0,路劲世界城一期,昌平,南,有,2021年11月10日 ,普通住宅 ,46153.85
1室1厅,高楼层/共16层,49.69,平层/简装,252.0,双锦园,石景山,南,有,2021年11月10日 ,普通住宅 ,50714.43
2室1厅,低楼层/共15层,96.29,平层/精装,399.0,前进花园牡丹苑,顺义,东南,有,2021年11月10日 ,普通住宅 ,41437.32
1室1厅,底层/共18层,60.61,平层/简装,269.0,福润四季B区,朝阳,东北,有,2021年11月10日 ,普通住宅 ,44382.12
1室1厅,高楼层/共16层,91.0,平层/精装,865.0,温莎大道,朝阳,北,有,2021年11月10日 ,普通住宅 ,95054.95
3室1厅,中楼层/共6层,69.2,平层/简装,428.0,十里堡北里,朝阳,南北,无,2021年11月10日 ,普通住宅 ,61849.71
2室1厅,中楼层/共16层,74.9,平层/简装,670.0,蓟门东里,海淀,东北,有,2021年11月10日 ,普通住宅 ,89452.6
2室1厅,中楼层/共15层,71.17,平层/精装,312.0,金隅七零九零,通州,南,有,2021年11月10日 ,普通住宅 ,43838.7
2室1厅,顶层/共6层,50.6,平层/简装,475.0,铁东小区,海淀,南,无,2021年11月10日 ,普通住宅 ,93873.52
3室1厅,低楼层/共16层,88.87,平层/精装,409.0,润枫领尚,通州,南北,有,2021年11月10日 ,普通住宅 ,46022.28
2室1厅,顶层/共12层,59.6,平层/精装,598.0,紫竹院南路14号院,海淀,南,有,2021年11月10日 ,普通住宅 ,100335.57
2室1厅,中楼层/共24层,104.05,平层/简装,475.0,金顶街五区,石景山,西南,有,2021年11月10日 ,普通住宅 ,45651.13
2室1厅,中楼层/共32层,93.44,平层/精装,429.0,天通西苑三区,昌平,南,有,2021年11月09日 ,普通住宅 ,45911.82
2室1厅,高楼层/共12层,78.05,平层/简装,575.0,草桥欣园三区,丰台,南北,有,2021年11月09日 ,普通住宅 ,73670.72
2室1厅,高楼层/共6层,62.02,平层/精装,89.0,亚新一里,房山,南,无,2021年11月05日 ,普通住宅 ,14350.21
2室1厅,顶层/共6层,76.58,平层/精装,382.0,育芳园,丰台,南北,无,2021年11月09日 ,普通住宅 ,49882.48
2室1厅,底层/共4层,80.78,平层/简装,940.0,仓南胡同,东城,东西,无,2021年11月09日 ,普通住宅 ,116365.44
2室1厅,低楼层/共6层,89.94,平层/简装,460.0,西六砖瓦厂家属楼,海淀,南北,无,2021年11月09日 ,普通住宅 ,51145.21
2室1厅,中楼层/共5层,56.85,平层/简装,425.0,新源西里中街,朝阳,南北,无,2021年11月09日 ,普通住宅 ,74758.14
3室1厅,中楼层/共10层,93.21,平层/简装,379.0,珠江丽景家园,通州,南,有,2021年11月09日 ,普通住宅 ,40660.87
3室1厅,中楼层/共17层,113.96,平层/精装,675.0,北京北,昌平,南北,有,2021年11月09日 ,普通住宅 ,59231.31
2室1厅,高楼层/共22层,66.78,平层/简装,485.0,西坝河南里,朝阳,西南西北,有,2021年11月09日 ,普通住宅 ,72626.53
1室1厅,中楼层/共7层,66.24,平层/简装,405.0,龙禧苑一区,昌平,南北,无,2021年11月09日 ,普通住宅 ,61141.3
2室1厅,中楼层/共6层,90.56,平层/简装,236.0,碧桂园小区A区,房山,南北,无,2021年11月09日 ,普通住宅 ,26060.07
1室1厅,低楼层/共3层,46.39,平层/简装,385.0,永泰西里,海淀,南,无,2021年11月09日 ,普通住宅 ,82992.02
1室1厅,高楼层/共21层,59.82,平层/精装,230.0,首创·美澜湾F区,大兴,南,有,2021年11月09日 ,普通住宅 ,38448.68
3室1厅,中楼层/共5层,71.0,平层/精装,299.0,黄村西里,大兴,南北,无,2021年11月09日 ,普通住宅 ,42112.68
2室1厅,中楼层/共6层,74.19,平层/精装,629.0,永泰西里,海淀,南北,无,2021年11月09日 ,普通住宅 ,84782.32
3室1厅,底层/共6层,101.62,平层/精装,343.0,仓上小区,顺义,南北,无,2021年11月09日 ,普通住宅 ,33753.2
2室1厅,中楼层/共5层,53.5,平层/精装,175.0,东山坡二里,丰台,南北,无,2021年11月09日 ,普通住宅 ,32710.28
2室1厅,高楼层/共17层,97.65,平层/精装,918.0,北太平庄路2号院,海淀,南北,无,2021年11月09日 ,普通住宅 ,94009.22
3室2厅,低楼层/共9层,153.34,平层/精装,1200.0,万科紫苑,丰台,南北,有,2021年11月09日 ,普通住宅 ,78257.47
2室1厅,中楼层/共19层,72.23,平层/简装,369.0,弘善家园,朝阳,东北,有,2021年11月09日 ,普通住宅 ,51086.81
2室1厅,中楼层/共16层,60.21,平层/简装,490.0,光熙门北里,朝阳,南,有,2021年11月09日 ,普通住宅 ,81381.83
3室2厅,高楼层/共27层,123.46,平层/精装,1360.0,太月园,海淀,东南,有,2021年11月09日 ,普通住宅 ,110157.14
1室1厅,高楼层/共16层,71.38,平层/精装,310.0,金隅七零九零,通州,南,有,2021年11月09日 ,普通住宅 ,43429.53
3室1厅,中楼层/共6层,61.85,平层/精装,510.0,南沙滩小区,朝阳,北南东,无,2021年11月09日 ,普通住宅 ,82457.56
3室1厅,中楼层/共22层,117.67,平层/简装,1200.0,红莲晴园,西城,南西,有,2021年11月09日 ,普通住宅 ,101980.11
2室1厅,高楼层/共10层,58.52,平层/精装,369.0,劲松七区,朝阳,南北,无,2021年11月09日 ,普通住宅 ,63055.37
3室2厅,高楼层/共6层,109.29,平层/精装,835.0,澳林春天一期,朝阳,南北,无,2021年11月09日 ,普通住宅 ,76402.23
2室1厅,中楼层/共6层,78.88,平层/简装,239.0,郝庄家园西区,昌平,南北,无,2021年11月09日 ,普通住宅 ,30299.19
3室2厅,顶层/共12层,118.4,平层/简装,455.0,怡馨家园,顺义,南北,有,2021年11月09日 ,普通住宅 ,38429.05
2室1厅,底层/共5层,47.9,平层/简装,605.0,南礼士路甲1号,西城,南,无,2021年11月09日 ,普通住宅 ,126304.8
2室1厅,高楼层/共6层,73.09,平层/简装,750.0,东四十条,东城,东北,无,2021年11月09日 ,普通住宅 ,102613.22
2室1厅,高楼层/共27层,93.27,平层/毛坯,730.0,芍药居北里,朝阳,西,有,2021年11月09日 ,普通住宅 ,78267.4
2室1厅,中楼层/共24层,66.1,平层/简装,460.0,兴隆家园,朝阳,东南,有,2021年11月09日 ,普通住宅 ,69591.53
2室1厅,中楼层/共18层,83.72,平层/精装,1058.0,远洋万和城B区,朝阳,东北,有,2021年11月09日 ,普通住宅 ,126373.63
1室1厅,底层/共6层,40.65,平层/简装,223.0,西罗园四区,丰台,东,无,2021年11月09日 ,普通住宅 ,54858.55
3室1厅,中楼层/共6层,74.58,平层/精装,540.0,曙光西里,朝阳,东南西北,无,2021年11月09日 ,普通住宅 ,72405.47
1室1厅,低楼层/共18层,68.64,平层/精装,349.0,郁花园三里,大兴,南,有,2021年11月09日 ,普通住宅 ,50844.99
1室1厅,高楼层/共8层,57.36,平层/简装,355.0,沿海赛洛城五期,朝阳,东,有,2021年11月09日 ,普通住宅 ,61889.82
2室1厅,顶层/共6层,57.86,平层/简装,560.0,白桥大街,东城,东西,无,2021年11月09日 ,普通住宅 ,96785.34
2室1厅,中楼层/共23层,84.3,平层/精装,530.0,鸿坤理想城曦望山,大兴,南,有,2021年11月09日 ,普通住宅 ,62870.7
2室1厅,中楼层/共8层,96.79,平层/简装,620.0,新龙城,昌平,南北,有,2021年11月09日 ,普通住宅 ,64056.2
3室1厅,中楼层/共20层,78.81,平层/精装,940.0,翠微西里,海淀,东南西北东北,有,2021年11月09日 ,普通住宅 ,119274.2
1室0厅,顶层/共14层,39.32,平层/简装,175.0,银地家园,丰台,西,有,2021年11月09日 ,普通住宅 ,44506.61
2室1厅,中楼层/共7层,73.38,平层/简装,432.0,杨庄北区,石景山,南北,无,2021年11月09日 ,普通住宅 ,58871.63
3室1厅,低楼层/共6层,128.08,平层/精装,598.0,龙腾苑四区,昌平,南北,无,2021年11月09日 ,普通住宅 ,46689.57
2室1厅,高楼层/共30层,97.18,平层/简装,386.0,优士阁,朝阳,西南,有,2021年11月09日 ,普通住宅 ,39720.11
2室1厅,低楼层/共6层,63.2,平层/精装,518.0,动力厂宿舍,海淀,南北,无,2021年11月09日 ,普通住宅 ,81962.03
2室1厅,中楼层/共6层,57.34,平层/精装,495.0,惠新里小区,朝阳,南北,无,2021年11月09日 ,普通住宅 ,86327.17
1室1厅,中楼层/共21层,48.2,平层/精装,260.0,御景春天C区,丰台,南西,有,2021年11月09日 ,普通住宅 ,53941.91
2室1厅,中楼层/共13层,135.31,平层/简装,1390.0,亮马名居,朝阳,南北,有,2021年11月09日 ,普通住宅 ,102727.07
2室0厅,低楼层/共6层,42.9,平层/简装,398.0,金沟河路15号院,海淀,南北,无,2021年11月09日 ,普通住宅 ,92773.89
2室1厅,顶层/共11层,86.28,平层/精装,506.0,流星花园三区,昌平,西南,有,2021年11月09日 ,普通住宅 ,58646.27
2室1厅,顶层/共6层,57.7,暂无数据/简装,295.0,七里庄路,丰台,南北,无,2021年11月09日 ,普通住宅 ,51126.52
3室1厅,中楼层/共6层,75.61,平层/精装,420.0,西马金润二区,丰台,南北,无,2021年11月09日 ,普通住宅 ,55548.21
3室1厅,低楼层/共18层,97.45,平层/简装,1130.0,本家润园C区,东城,东南,有,2021年11月09日 ,普通住宅 ,115956.9
2室1厅,中楼层/共6层,69.41,平层/精装,220.0,郝庄家园,昌平,南北,无,2021年11月09日 ,普通住宅 ,31695.72
3室1厅,高楼层/共11层,88.22,平层/精装,219.0,华远澜悦,密云,南北,有,2021年11月09日 ,普通住宅 ,24824.3
2室1厅,中楼层/共5层,47.6,平层/毛坯,588.0,朝阳庵,西城,南,无,2021年11月09日 ,普通住宅 ,123529.41
2室1厅,中楼层/共6层,60.57,平层/简装,285.0,永乐西区,石景山,东,无,2021年11月09日 ,普通住宅 ,47053.0
2室1厅,低楼层/共18层,74.91,平层/简装,735.0,莱圳家园,海淀,南,有,2021年11月08日 ,普通住宅 ,98117.74
2室1厅,中楼层/共21层,107.77,平层/简装,618.0,建工家园,朝阳,南,有,2021年11月08日 ,普通住宅 ,57344.34
2室1厅,低楼层/共18层,73.48,平层/精装,368.0,北街家园五区,昌平,南,有,2021年11月08日 ,普通住宅 ,50081.65
2室1厅,高楼层/共27层,97.28,平层/精装,615.0,融泽嘉园,昌平,南北,有,2021年11月08日 ,普通住宅 ,63219.57
2室1厅,低楼层/共27层,74.75,平层/精装,525.0,万年花城四期,丰台,东北,有,2021年11月08日 ,普通住宅 ,70234.11
2室1厅,中楼层/共8层,113.57,平层/精装,656.0,芳群公寓,丰台,西,有,2021年11月08日 ,普通住宅 ,57761.73
2室1厅,中楼层/共20层,83.17,平层/精装,580.0,京投银泰万科西华府,丰台,南北,有,2021年11月08日 ,普通住宅 ,69736.68
2室1厅,中楼层/共16层,57.72,平层/简装,442.0,金台里,朝阳,东南,有,2021年11月08日 ,普通住宅 ,76576.58
2室1厅,中楼层/共15层,102.28,平层/精装,640.0,三环新城8号院,丰台,西南,有,2021年11月08日 ,普通住宅 ,62573.33
2室1厅,中楼层/共34层,76.7,平层/简装,388.0,广安﹒康馨家园,丰台,南北,有,2021年11月08日 ,普通住宅 ,50586.7
2室1厅,中楼层/共6层,57.09,平层/简装,245.0,双桥六号井,朝阳,北南,无,2021年11月08日 ,普通住宅 ,42914.7
2室1厅,中楼层/共19层,113.65,平层/简装,755.0,雍景四季,石景山,南,有,2021年11月08日 ,普通住宅 ,66432.03
2室1厅,低楼层/共6层,56.69,平层/简装,357.0,太平桥西里,丰台,南北,无,2021年11月08日 ,普通住宅 ,62974.07
2室2厅,中楼层/共4层,91.25,平层/精装,385.0,绣江南,通州,南北,无,2021年11月08日 ,普通住宅 ,42191.78
2室2厅,中楼层/共22层,78.82,平层/精装,415.0,金隅悦和园,朝阳,南,有,2021年11月08日 ,普通住宅 ,52651.61
2室1厅,顶层/共24层,88.12,平层/精装,600.0,兴隆家园,朝阳,南,有,2021年11月08日 ,普通住宅 ,68088.97
2室1厅,中楼层/共6层,57.12,平层/精装,355.0,六里桥7号院,丰台,南北,无,2021年11月08日 ,普通住宅 ,62149.86
4室2厅,高楼层/共19层,193.79,平层/精装,2150.0,融科橄榄城二期,朝阳,南北,有,2021年11月08日 ,普通住宅 ,110944.84
1室0厅,高楼层/共21层,48.73,平层/简装,289.0,晶都国际,朝阳,东北,有,2021年11月08日 ,普通住宅 ,59306.38
2室1厅,高楼层/共21层,79.08,平层/精装,365.0,翠成馨园E区,朝阳,东南,有,2021年11月08日 ,普通住宅 ,46155.79
3室0厅,中楼层/共4层,66.2,平层/简装,960.0,新外大街甲8号院,西城,东西,无,2021年11月08日 ,普通住宅 ,145015.11
1室0厅,高楼层/共6层,33.87,平层/精装,299.0,安苑东里一区,朝阳,南,有,2021年11月08日 ,普通住宅 ,88278.71
2室1厅,底层/共5层,45.59,平层/精装,430.0,天坛东里中区,东城,东西北,无,2021年11月08日 ,普通住宅 ,94318.93
2室1厅,中楼层/共15层,71.94,平层/精装,330.0,玉桥东里,通州,北南,有,2021年11月08日 ,普通住宅 ,45871.56
1室1厅,低楼层/共6层,41.95,平层/简装,398.0,安乐林路,东城,南,无,2021年11月08日 ,普通住宅 ,94874.85
3室1厅,中楼层/共6层,57.9,平层/精装,565.0,学院南路8号,海淀,南北,无,2021年11月08日 ,普通住宅 ,97582.04
2室0厅,底层/共4层,67.5,平层/精装,650.0,展览路,西城,东北,无,2021年11月08日 ,普通住宅 ,96296.3
2室1厅,低楼层/共15层,90.7,平层/精装,820.0,康宁居,丰台,西南,有,2021年11月08日 ,普通住宅 ,90407.94
2室1厅,高楼层/共6层,80.53,平层/精装,370.0,瑞祥里,朝阳,南北,无,2021年11月08日 ,普通住宅 ,45945.61
2室1厅,中楼层/共6层,57.8,平层/简装,560.0,七贤村,海淀,南北,无,2021年11月08日 ,普通住宅 ,96885.81
1室1厅,低楼层/共28层,57.14,平层/精装,380.0,炫特嘉园二期,朝阳,东南,有,2021年11月08日 ,普通住宅 ,66503.33
3室1厅,低楼层/共6层,144.8,平层/简装,699.0,流星花园三区,昌平,南北,有,2021年11月08日 ,普通住宅 ,48273.48
3室2厅,底层/共7层,141.85,平层/精装,1360.0,金雅园南区,海淀,南北,有,2021年11月08日 ,普通住宅 ,95875.93
3室2厅,低楼层/共6层,141.79,平层/精装,680.0,龙兴园中区,昌平,南北,无,2021年11月08日 ,普通住宅 ,47958.25
2室1厅,高楼层/共28层,74.38,平层/精装,518.0,万科金域东郡,大兴,南北,有,2021年11月08日 ,普通住宅 ,69642.38
4室1厅,低楼层/共22层,142.36,平层/精装,1466.0,和平西苑,朝阳,南,有,2021年11月08日 ,普通住宅 ,102978.36
1室1厅,中楼层/共11层,69.41,平层/简装,486.0,炫特嘉园三期,朝阳,南北,有,2021年11月08日 ,普通住宅 ,70018.73
2室1厅,中楼层/共6层,69.92,平层/精装,419.0,龙华园,昌平,南北,无,2021年11月08日 ,普通住宅 ,59925.63
2室1厅,顶层/共9层,82.76,平层/简装,650.0,卡布其诺,朝阳,南北,有,2021年11月08日 ,普通住宅 ,78540.36
3室2厅,中楼层/共9层,88.92,平层/精装,565.0,远洋一方花语苑,朝阳,南北,有,2021年11月08日 ,普通住宅 ,63540.26
2室1厅,低楼层/共18层,89.0,平层/简装,390.0,彩虹新城,大兴,西北,有,2021年11月08日 ,普通住宅 ,43820.22
2室1厅,中楼层/共5层,59.0,平层/简装,730.0,阜成门外北街,西城,南北,无,2021年11月08日 ,普通住宅 ,123728.81
2室1厅,低楼层/共16层,54.82,平层/简装,358.0,芳星园三区,丰台,东西,有,2021年11月08日 ,普通住宅 ,65304.63
2室2厅,高楼层/共18层,80.01,暂无数据/精装,525.0,国美第一城2号院,朝阳,东,有,2021年11月08日 ,普通住宅 ,65616.8
2室2厅,顶层/共27层,86.36,平层/精装,429.0,北辰福第一号院,朝阳,南北,有,2021年11月08日 ,普通住宅 ,49675.78
3室1厅,低楼层/共21层,105.06,平层/精装,935.0,苹果社区南区,朝阳,西南,有,2021年11月08日 ,普通住宅 ,88996.76
3室2厅,顶层/共6层,93.11,平层/简装,726.0,育新花园,海淀,南北,无,2021年11月07日 ,普通住宅 ,77972.29
2室1厅,低楼层/共6层,72.53,平层/精装,339.0,管庄西里,朝阳,南北,无,2021年11月07日 ,普通住宅 ,46739.28
1室1厅,低楼层/共24层,62.63,平层/精装,327.0,重聚园,石景山,西南,有,2021年11月07日 ,普通住宅 ,52211.4
3室1厅,底层/共5层,67.4,平层/精装,705.0,西三环北路27号院,海淀,南北,无,2021年11月07日 ,普通住宅 ,104599.41
