,分行名称,纬度,经度,星期一至星期五,星期六,星期日和公眾假期,电话,传真,地址,是否有ATM,是否有柜台
51,"
                    禮頓道分行
                ","
22.277174
","
114.1819011
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港銅鑼灣禮頓道 33-35 號第一商業大廈地下 A 及 B 舖  ,有,有
52,"
                    律敦治醫院
                ","
22.275799
","
114.175333
",,,,,,香港灣仔皇后大道東 266 號律敦治醫院LG3  ,没有,没有
53,"
                    香港演藝學院
                ","
22.280042
","
114.170094
",,,,,,灣仔告士打道1號香港演藝學院  ,没有,没有
54,"
                    香港警察總部
                ","
22.278783
","
114.168505
",,,,,,香港灣仔軍器廠街1號香港警察總部 (東翼地下大堂 )  ,没有,没有
55,"
                    杏花邨分行
                ","
22.277675
","
114.2395195
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港柴灣杏花邨東翼商場205-208號  ,有,有
56,"
                    北角恒英大廈分行
                ","
22.290118916372773
","
114.19621556997299
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港北角英皇道318-328號B1舖  ,有,有
57,"
                    鰂魚涌分行
                ","
22.2845867
","
114.2133736
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港鰂魚涌英皇道1060號柏惠苑  ,有,有
58,"
                    西灣河分行
                ","
22.2811483
","
114.2226749
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港西灣河筲箕灣道142-146號  ,有,有
59,"
                    利眾街分行
                ","
22.2657514
","
114.2359625
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港柴灣利眾街29-31號  ,有,有
60,"
                    英皇道分行
                ","
22.2876806
","
114.1929691
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港北角英皇道131-133號  ,有,有
61,"
                    健康村分行
                ","
22.2919531
","
114.2062597
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港北角英皇道668號健康村二期1-2號  ,有,有
62,"
                    柴灣分行
                ","
22.263987
","
114.2392275
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港柴灣道341-343號宏德居B座  ,没有,没有
63,"
                    小西灣分行
                ","
22.26280959
","
114.24974343
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港小西灣富怡花園商舖19號  ,有,有
64,"
                    金華街分行
                ","
22.2779651
","
114.2302779
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港筲箕灣金華街3號  ,有,有
65,"
                    太古城分行
                ","
22.286204
","
114.2186012
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港太古城智星閣P1025 - 1026  ,有,有
66,"
                    北角分行
                ","
22.291197
","
114.201019
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港北角英皇道 480 號昌明洋樓地下 B 及 C 舖  ,有,有
67,"
                    筲箕灣寶文大廈分行
                ","
22.2803379
","
114.2246653
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港筲箕灣道260-262號  ,有,有
68,"
                    北角英皇中心分行
                ","
22.28943828618466
","
114.19420726597309
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港北角英皇道193-209號  ,有,有
69,"
                    勵德村
                ","
22.2784156
","
114.1939856
",,,,,,香港大坑勵德村6座地下  ,没有,没有
70,"
                    柴灣分行保管箱服務中心
                ","
22.2644215
","
114.240442
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,, 香港柴灣道345號金源洋樓27號,有,有
71,"
                    太古城分行保管箱服務中心
                ","
22.2862041
","
114.2186425
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,, 香港太古城海星閣G1006,没有,没有
72,"
                    港鐵太古站
                ","
22.2845337
","
114.2162496
",,,,,,港鐵太古站  ,没有,没有
73,"
                    港鐵北角站
                ","
22.290879
","
114.2006345
",,,,,,港鐵北角站  ,没有,没有
74,"
                    港鐵天后站
                ","
22.2826838
","
114.1915316
",,,,,,港鐵天后站  ,没有,没有
75,"
                    港鐵杏花邨站
                ","
22.2766647
","
114.2398653
",,,,,,港鐵杏花邨站  ,没有,没有
76,"
                    港鐵柴灣站
                ","
22.2645261
","
114.2371801
",,,,,,港鐵柴灣站  ,没有,没有
77,"
                    港鐵炮台山站
                ","
22.2883244
","
114.1939313
",,,,,,港鐵炮台山站  ,没有,没有
78,"
                    港鐵筲箕灣站
                ","
22.2789312
","
114.2291588
",,,,,,港鐵筲箕灣站  ,没有,没有
79,"
                    耀東商場
                ","
22.277426
","
114.224106
",,,,,,筲箕灣耀東商場1樓ATM No.1  ,没有,没有
80,"
                    港鐵西灣河站
                ","
22.2818951
","
114.222468
",,,,,,港鐵西灣河站  ,没有,没有
81,"
                    康怡廣場(南)
                ","
22.284487
","
114.216001
",,,,,,香港鰂魚涌康山道2號康怡廣場南座二樓  ,没有,没有
82,"
                    港鐵鰂魚涌站
                ","
22.287944859016434
","
114.20982778072357
",,,,,,港鐵鰂魚涌站  ,没有,没有
83,"
                    太古城(耀星閣)
                ","
22.286372
","
114.218760
",,,,,,香港太古城耀星閣G1012-G1013  ,没有,没有
84,"
                    翠灣村
                ","
22.267949
","
114.240396
",,,,,,香港柴灣翠灣村翠灣商場地下2號ATM  ,没有,没有
85,"
                    AIA友邦廣場
                ","
22.288422
","
114.192742
",,,,,,香港北角電氣道183號12樓  ,没有,没有
86,"
                    北角中銀理財中心
                ","
22.291105
","
114.200661
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港北角英皇道 460-470 號樂嘉中心地下 5B 號舖  ,有,有
87,"
                    東區尤德夫人那打素醫院
                ","
22.269438
","
114.236508
",,,,,,香港柴灣樂民道 3 號東區尤德夫人那打素醫院主樓地下  ,没有,没有
88,"
                    愛蝶灣
                ","
22.280073
","
114.228488
",,,,,,香港筲箕灣愛禮街2號愛蝶灣商舖40號  ,没有,没有
89,"
                    渣華道分行
                ","
22.292499
","
114.201941
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港北角渣華道 188 - 194號僑華大廈地下B舖  ,有,有
90,"
                    峰華村
                ","
22.260756
","
114.231058
",,,,,,香港柴灣峰霞道4及6號峰華邨曉峰樓地下有蓋行人通道  ,没有,没有
91,"
                    興華(二)村
                ","
22.2634009
","
114.232877
",,,,,,柴灣興華(二)村安興樓7樓近 719號舖位對出空地  ,没有,没有
92,"
                    陽明山莊
                ","
22.2581293
","
114.1983816
",,,,,,陽明山莊商業中心地下88號大潭水塘道  ,没有,没有
93,"
                    香港仔分行
                ","
22.2481767
","
114.1550356
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港仔湖北街25號  ,有,有
94,"
                    鴨脷洲分行
                ","
22.2441922
","
114.1565771
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港鴨脷洲惠風街13-15號  ,有,有
95,"
                    田灣分行
                ","
22.2496827
","
114.148904
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港田灣嘉禾街2-12號  ,有,有
96,"
                    海怡分行
                ","
22.243666
","
114.146845
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港鴨脷洲海怡半島西翼商場G38  ,有,有
97,"
                    置富南區廣場分行
                ","
22.257917
","
114.138883
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港薄扶林置富南區廣場510號  ,有,有
98,"
                    赤柱分行
                ","
22.219544079024516
","
114.20982241630554
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,香港赤柱廣場 3樓 301B  ,有,有
99,"
                    海怡分行保管箱服務中心
                ","
22.243444
","
114.148543
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,, 香港鴨脷洲海怡東商場118號,没有,没有
100,"
                    石排灣商場
                ","
22.249771
","
114.157404
",,,,,,石排灣商場低層一樓鄰近2號舖的公眾地方ATM位置  ,没有,没有
101,"
                    黃竹坑道
                ","
22.248186
","
114.166206
",,,,,,香港黃竹坑道40號  ,没有,没有
102,"
                    香港港安醫院
                ","
22.263565
","
114.184265
",,,,,,香港司徒拔道40號港安醫院  ,没有,没有
103,"
                    鴨脷洲村
                ","
22.244708
","
114.150138
",,,,,,"香港鴨脷洲鴨脷洲橋路322,326,328,330及332號鴨脷洲村利澤樓地下12號舖  ",没有,没有
104,"
                    華富(一)商場
                ","
22.250162
","
114.137494
",,,,,,香港薄扶林華富道23號華富(一)商場地下22號舖  ,没有,没有
105,"
                    葛量洪醫院
                ","
22.251101
","
114.173293
",,,,,,香港仔黃竹坑道 125 號葛量洪醫院主樓地下  ,没有,没有
106,"
                    瑪麗醫院
                ","
22.270272
","
114.131178
",,,,,,香港薄扶林道 102 號瑪麗醫院(A翼)主樓地下  ,没有,没有
107,"
                    海洋公園站
                ","
22.248724
","
114.174318
",,,,,,港鐵海洋公園站ATM位置OCP 4-b  ,没有,没有
108,"
                    利東站
                ","
22.241936
","
114.156096
",,,,,,港鐵利東站ATM位置LET ATM1  ,没有,没有
109,"
                    黃竹坑站
                ","
22.247980
","
114.167985
",,,,,,港鐵黃竹坑站WCH6號舖  ,没有,没有
110,"
                    赤柱軍營
                ","
22.202201
","
114.215069
",,,,,,香港香港島南區赤柱半島南端赤柱軍營  ,没有,没有
111,"
                    華貴村
                ","
22.250174
","
114.139108
",,,,,,香港華貴道 3號華貴邨華貴坊地下2號ATM  ,没有,没有
112,"
                    香港警察學院
                ","
22.247306
","
114.1694613
",,,,,,香港黃竹坑海洋公園道18號香港警察學院行政大樓地下  ,没有,没有
113,"
                    太子分行
                ","
22.325211
","
114.1682503
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍彌敦道774號  ,有,有
114,"
                    福全街分行
                ","
22.3212951
","
114.1642719
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍大角咀福全街32-40號  ,有,有
115,"
                    堪富利士道分行
                ","
22.2981631
","
114.1726582
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍尖沙咀堪富利士道4-4A  ,有,有
116,"
                    旺角銀高國際大廈分行
                ","
22.32054410347764
","
114.16894018650055
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍旺角彌敦道707-713號B舖  ,有,有
117,"
                    佐敦道分行
                ","
22.3054987
","
114.1706548
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍佐敦道23-29號新寶廣場一樓  ,有,有
118,"
                    旺角分行
                ","
22.3157722
","
114.1699893
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍旺角彌敦道589號  ,有,有
119,"
                    旺角太子道西分行
                ","
22.324465
","
114.168068
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍旺角太子道西116-118號  ,有,有
120,"
                    尖沙咀分行
                ","
22.299577
","
114.173312
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍尖沙咀加拿芬道24-28號  ,有,有
121,"
                    太子上海街分行
                ","
22.3225649
","
114.1673973
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍旺角上海街689-693號  ,有,有
122,"
                    大角咀分行
                ","
22.3203
","
114.1618055
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍大角咀道73-77號  ,有,有
123,"
                    中港城分行
                ","
22.300477
","
114.1681502
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍尖沙咀廣東道33號中港城2樓19-20 號舖  ,有,有
124,"
                    旺角道分行
                ","
22.3212348
","
114.1709626
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍旺角道50-52號  ,有,有
125,"
                    奧海城分行
                ","
22.315719
","
114.162283
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍海庭道18號奧海城二期一樓133號  ,有,有
126,"
                    油麻地分行
                ","
22.3109025
","
114.1708514
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍油麻地彌敦道471號  ,有,有
127,"
                    尖沙咀東分行
                ","
22.299504
","
114.1768041
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍尖沙咀東加連威老道96號希爾頓大廈低層地下3號舖  ,有,有
128,"
                    旺角總統商業大廈分行
                ","
22.316565
","
114.1700596
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍旺角彌敦道608號  ,有,有
129,"
                    金馬倫道中銀理財中心
                ","
22.298987
","
114.174490
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍尖沙咀金馬倫道30號  ,有,有
130,"
                    金巴利道分行
                ","
22.301000
","
114.173727
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍尖沙咀金巴利道37號豪麗大廈地下A&B舖及一樓  ,有,有
131,"
                    港鐵太子站
                ","
22.3246879
","
114.1682587
",,,,,,港鐵太子站  ,没有,没有
132,"
                    港鐵尖沙咀站
                ","
22.297415
","
114.171896
",,,,,,港鐵尖沙咀站  ,没有,没有
133,"
                    東鐵尖東站
                ","
22.2956492
","
114.1748335
",,,,,,港鐵尖東站非付款大堂24號舖  ,没有,没有
134,"
                    中銀中心自助銀行中心
                ","
22.319661
","
114.158159
",,,,,,九龍海輝道11號奧海城一期中銀中心UG層  ,没有,没有
135,"
                    港鐵奧運站
                ","
22.317861856452488
","
114.16021160781384
",,,,,,港鐵奧運站  ,没有,没有
136,"
                    港鐵油麻地站
                ","
22.3130319
","
114.1707112
",,,,,,港鐵油麻地站  ,没有,没有
137,"
                    東鐵旺角東站
                ","
22.3223045
","
114.1725977
",,,,,,港鐵旺角東站付款大堂MKK 9號舖  ,没有,没有
138,"
                    雅蘭中心
                ","
22.317559
","
114.169437
",,,,,,旺角彌敦道625號及639號雅蘭中心地下  ,没有,没有
139,"
                    工商業務三處
                ","
22.298676
","
114.167842
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息,,, 九龍尖沙咀廣東道21號海港城港威大廈3座英國保誠保險大樓701-706室,没有,没有
140,"
                    九龍工商中心 (二)
                ","
22.3157548
","
114.16985649999992
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息,,, 九龍旺角彌敦道589號中銀旺角商業中心9樓,没有,没有
141,"
                    廣東道中銀理財中心
                ","
22.298280
","
114.168759
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍尖沙咀廣東道60號  ,有,有
142,"
                    旺角站
                ","
22.319415
","
114.169291
",,,,,,港鐵旺角站自動櫃員機 (MOK ATM 3)  ,没有,没有
143,"
                    新九龍廣場
                ","
22.319518
","
114.162466
",,,,,,九龍大角咀道38號新九龍廣場地下090號  ,没有,没有
144,"
                    九龍醫院
                ","
22.32304
","
114.179407
",,,,,,九龍亞皆老街 147A九龍醫院(西翼)UG層  ,没有,没有
145,"
                    伊利沙伯醫院 (E室)
                ","
22.307741
","
114.173856
",,,,,,九龍加士居道 30 號伊利沙伯醫院 E室地下  ,没有,没有
146,"
                    醫管局大樓
                ","
22.324293
","
114.183204
",,,,,,九龍亞皆老街 147B 醫管局大樓地下  ,没有,没有
147,"
                    伊利沙伯醫院(ACC層)
                ","
22.309150
","
114.174370
",,,,,,九龍加士居道 30 號伊利沙伯醫院ACC層地下  ,没有,没有
148,"
                    中港城中銀理財中心
                ","
22.300637
","
114.167799
",星期一至星期五: 9:00 – 17:00,星期六: 9:00 – 13:00,星期日和公眾假期: 休息, +852 3988 2388,,九龍尖沙咀廣東道33號中港城高層地下1號舖  ,有,有
149,"
                    槍會山軍營
                ","
22.304089
","
114.176908
",,,,,,香港尖沙咀柯士甸道127號槍會山軍營  ,没有,没有
150,"
                    港鐵西九龍站
                ","
22.304457
","
114.164807
",,,,,,香港九龍尖沙咀柯士甸道西3號香港西九龍站售票大堂B1-14號舖  ,没有,没有
